event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG315,2022-11-01,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Women (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Post Courier; RNZ,National-Regional,"On 1 November 2022, women protesters, including the family of a slain police officer, marched from Bomana to Gordon's Police Barracks in Port Moresby (National Capital District), demanding that the Prime Minister, the Governor of Hela, and the police hierarchy ensure that the killers of the police officer be prosecuted and sentenced to death. They also called for investigations into the killing of police officers in Hela province and the Highlands region. The protest followed the killing of a police officer in Hela the previous week.",0,crowd size=no report,1750186809
PNG318,2022-11-03,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Biwat Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Geks Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Lae,NA,Lae,-6.7169,146.9998,1,The National (Papua New Guinea),National,"Around 3 November 2022 (as reported), Bivat and Geks settlers clashed at Voco Point on the outskirts of Lae (Morobe), leading to one Bivat and one Geks killed, 48 injured and 29 houses burnt down on both sides. Fighting between the two settler communities has been ongoing for a month, caused by the killing of a man allegedly robbing a shop belonging to Geks.",2,crowd size=no report,1736895203
PNG327,2022-11-04,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Police Forces of Papua New Guinea (2019-) Corrective Service,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,New Ireland,Kavieng,NA,Kavieng Urban,-2.5698,150.8034,1,The National (Papua New Guinea),National,"On 4 November 2022, an unidentified group attacked a correctional officer from behind, decapitated him and left his body at the Kavieng prison gate in Kavieng Urban (New Ireland). The motive for the killing is unknown.",1,crowd size=no report,1748971251
PNG322,2022-11-07,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vunaulul Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Livuan Communal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,East New Britain,Kokopo,NA,Vunamurmur,-4.3224,152.1798,1,The National (Papua New Guinea),National,"On 7 November 2022, men from Vunaulul and Livuan fought each other, leading to the death of one Livuan man and at least 6 homes destroyed in Vunamurmur (East New Britain). The dispute was caused by the refusal of Vunaulul people to turn a wanted criminal over to police, which had been requested by the Livuan people. On the same day, police arrested 80 men in connection with the fight.",1,crowd size=no report,1729632806
PNG325,2022-11-09,2022,2,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Aufan Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Madang,Madang,NA,Gumaru Mawan,-5.2043,145.5267,1,The National (Papua New Guinea),National,"Around 9 November 2022 (week of), an unidentified armed group killed three villagers and torched five homes in Aufan village, Gumaru Mawan ward (Madang). Transgogol High School was closed following the attack as many staff and students are related to either the attackers or victims.",3,crowd size=no report,1729632806
PNG326,2022-11-12,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,NA,598,Oceania,Papua New Guinea,Jiwaka,North Waghi,NA,Banz,-5.8002,144.6286,1,The National (Papua New Guinea),National,"Property destruction: On 12 November 2022, police officers torched houses and vehicles in Banz (Jiwaka) in retaliation for the death of an off-duty police officer on 11 November 2022, who was stabbed by a security guard at a club after brandishing his firearm.",0,NA,1762292062
PNG324,2022-11-14,2022,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Nomali Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Aiyala Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Enga,Lagaip-Porgera,NA,Paiam Town,-5.4697,143.1495,1,The National (Papua New Guinea),National,"On 14 November 2022, Nomali and Aiyala clan groups agreed to a ceasefire in Paiam Town (Enga). Both factions agreed to forget the mass killings, to lay down their weapons, and for all other grievances to be settled in court, ending almost six months of tribal fighting.",0,NA,1734463312
PNG1018,2022-11-15,2022,2,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Waiya Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Lewai Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Western Highlands,Mul-Baiyer,NA,Yangomanda,-5.6081,144.0824,2,Post Courier,National,"Around 15 November 2022 (as reported), Waiya and Lewa tribes laid down their arms and made peace in Lumusa local level government, Western Highlands (coded to Yangomanda). The police and the Western Highlands Provincial Peace Committee witnessed the event.",0,NA,1734463312
PNG332,2022-11-19,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,NA,NA,NA,Rioters only,NA,598,Oceania,Papua New Guinea,Oro,Ijivitari,NA,Popondetta Urban,-8.761,148.2384,2,The National (Papua New Guinea),National,"On 19 November 2022, relatives of a girl who they believed was killed by sorcery torched 15 houses in retaliation near Popondetta Urban (Oro). Police say that the girl died because she was poisoned by three boys, however her immediate family believed it to be sorcery-related and torched four homes belonging to the families of the boys, and her other relatives later torched 11 other homes in the area, before police arrived and prevented more homes from being torched.",0,crowd size=no report,1757435485
PNG330,2022-11-20,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Papua New Guinea (2019-),NA,State forces,Police Forces of Papua New Guinea (2019-),NA,State forces,State forces-State forces,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"Property destruction: On 20 November 2022, a group of military forces damaged parts of the Boroko Police Station in Port Moresby (National Capital District), firing shots in the air, damaging a power line and torching the charge book. The property destruction happened as soldiers were demanding the release of a fellow soldier who had been beaten and detained for more than 24 hours without charge. Police and military police were able to stop the destruction and the detained soldier was transferred to the military police.",0,NA,1750186809
PNG331,2022-11-20,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Unidentified Tribal Group (Papua New Guinea),Rioters,Police Forces of Papua New Guinea (2019-),Government of Papua New Guinea (2019-),State forces,State forces-Rioters,NA,598,Oceania,Papua New Guinea,Western Highlands,Tambul-Nebilyer,NA,Tambul,-5.9245,144.0105,1,Post Courier,National,"On 20 November 2022, an unidentified armed tribal groups torched the Tambul-Nebilyer district office in Tambul (Western Highlands), also firing shots into the adjoining police barracks.",0,crowd size=no report; local administrators,1734479910
PNG328,2022-11-21,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,East Sepik,Wosera-Gawi,NA,Numamaka,-3.7558,142.9622,1,The National (Papua New Guinea),National,"On 21 November 2022, an unidentified armed group attacked villagers in Numamaka (East Sepik), severely wounding a woman with a knife and a man using a wire catapult. They also torched classrooms at Laihi Primary School and more than 10 houses. Although the perpetrators are unidentified, Numamaka villagers have called for an immediate police presence to prevent conflict between Numamaka and Tetemba villagers.",0,crowd size=no report,1731510576
PNG329,2022-11-25,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Aufan Communal Group (Papua New Guinea); Wanpaip Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Madang,Madang,NA,Gumaru Mawan,-5.2043,145.5267,1,Loop News Papua New Guinea,National,"On 25 November 2022, an unidentified armed group beheaded 7 Wanpaip villagers and 3 Aufan villagers in Gumaru Mawan ward (Madang). The motive for the attack is unknown.",10,crowd size=no report,1754410691
PNG333,2022-11-25,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Military Forces of Papua New Guinea (2019-); Police Forces of Papua New Guinea (2019-); Women (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,The National (Papua New Guinea),National,"On 25 November 2022, police officers and defense forces marched together from Boroko Police Station to Murray Barracks in Port Moresby (National Capital District) in a demonstration against gender based violence in Papua New Guinea.",0,crowd size=no report,1750186809
PNG335,2022-11-26,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Mabonob Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kananam Communal Group (Papua New Guinea); Private Security Forces (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Madang,Madang,NA,Kamba / Kuris,-5.2011,145.7716,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 26 November 2022, suspected Mabonob villagers were involved in a fight in Sagalau village, Kamba / Kuris ward (Madang), resulting in the death of a security guard from Kanaman village and severe injuries to two other men. Police officers have been deployed to prevent retaliatory attacks by Kananam villagers.",1,crowd size=no report,1721769336
PNG334,2022-11-27,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Women (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,Loop News Papua New Guinea,National,"On 27 November 2022, more than 500 residents wearing red traffic light shirts marched in Port Moresby (National Capital District) protesting violence committed against women, girls, children and people accused of sorcery as part of the Annual Redvember Campaign Walk.",0,crowd size=more than 500,1750186809
PNG356,2022-12-01,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),Papuan Ethnic Group (Papua New Guinea); Refugees/IDPs (Papua New Guinea),Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,National Capital District,National Capital District,NA,Port Moresby,-9.444,147.1813,1,EMTV,National,"On 1 December 2022, more than 300 West Papuans living in Papua New Guinea demonstrated at Baratahua Settlement in Port Moresby (National Capital District) to mark the 61 year anniversary of the West Papuan liberation movement. Police stopped the demonstration, although it was unknown whether physical force was used. The demonstration was organized by the United Liberation Movement for West Papua, who had received permission from the Papua New Guinea Government to mark the anniversary.",0,crowd size=more than 300,1750186809
PNG336,2022-12-01,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Aura Clan Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Pina Clan Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Hela,Komo-Magarima,NA,Laite,-5.9915,142.802,1,Post Courier,National,"On 1 December 2022, two rival landowner clans known as the Aura and the Pina had a skirmish at the Hides gas field and plant in Laite (Hela) leading to two deaths. Commercial buildings were torched leading to K20 million of damage. The cause of the fight is disputed, either alcohol-related, a swearing incident, or the deferral of an annual meeting to appoint new board members to the Hides gas field and plant company.",2,crowd size=no report,1739305036
PNG337,2022-12-02,2022,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Vigilante Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),NA,Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Gulf,Kerema,NA,Hambia,-7.3842,146.0286,1,The National (Papua New Guinea),National,"On 2 December 2022, a knife-wielding man slashed to death a man who was accused of practicing sorcery, severely injured the victim's wife and torched two homes in Hambia (Gulf). The killer arrived the scene accompanied by his family following the death of a relative.",1,crowd size=no report,1724787151
